rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published
00000003865064,E09000031,Waltham Forest,Outer London - East and North East,186099057,L B W F,FOLLY LANE,LONDON,E17 5NT,Sports Grounds,261,Leisure Sports centres and Private Clubs,Leisure,0.62,770.0,2010-04-01 00:00:00+00:00,2010,2011-03,313.39000000000004,,,True,2010-04-01,,True
0000000389224,E09000031,Waltham Forest,Outer London - East and North East,6627613000,UNIT 2 LEA VALLEY STORAGE 83,LEA BRIDGE ROAD,LONDON,E10 7QW,Stores,268,Retail High Street,Retail,13.22,580.0,2010-04-01 00:00:00+00:00,2010,2011-03,236.06,,,True,2010-04-01,,True
00000003911392,E09000031,Waltham Forest,Outer London - East and North East,6393970000,PETERHOUSE 122,FOREST RISE,LONDON,E17 3PW,"Village Halls, Scout Huts, Cadet Huts Etc",293,Other Public,,437.5,14000.0,2010-04-01 00:00:00+00:00,2010,2011-03,5698.0,,,True,2010-04-01,,True
00000003924101,E09000031,Waltham Forest,Outer London - East and North East,34392057,67,FOREST ROAD,LONDON,E17 6HF,Shops,249,Retail High Street,Retail,39.3,7000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2849.0,,,True,2010-04-01,,True
00000003924116,E09000031,Waltham Forest,Outer London - East and North East,34394057,69,FOREST ROAD,LONDON,E17 6HF,Shops,249,Retail High Street,Retail,92.4,8000.0,2010-04-01 00:00:00+00:00,2010,2011-03,3256.0,,,True,2010-04-01,,True
0000000392412B,E09000031,Waltham Forest,Outer London - East and North East,34396057,71,FOREST ROAD,LONDON,E17 6HF,Cafes,409,Retail Restaurants & Cafes,Retail,61.79,6900.0,2010-04-01 00:00:00+00:00,2010,2011-03,2808.3,,,True,2010-04-01,,True
00000003924525,E09000031,Waltham Forest,Outer London - East and North East,232320057,GND F (FRONT PART) 147,FOREST ROAD,LONDON,E17 6HF,Shops,249,Retail High Street,Retail,26.06,6100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2482.7000000000003,,,True,2010-04-01,,True
00000003924559,E09000031,Waltham Forest,Outer London - East and North East,191017057,149,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,77.0,8600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3500.2000000000003,,,True,2010-04-01,,True
00000003924578,E09000031,Waltham Forest,Outer London - East and North East,34202057,151,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,24.7,5800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2360.6000000000004,,,True,2010-04-01,,True
00000003924597,E09000031,Waltham Forest,Outer London - East and North East,34210057,155,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,32.7,5800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2360.6000000000004,,,True,2010-04-01,,True
00000003924629,E09000031,Waltham Forest,Outer London - East and North East,34214057,157,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,94.8,8500.0,2009-11-23 00:00:00+00:00,2010,2011-03,3459.5000000000005,,,True,2009-11-23,,True
00000003924633,E09000031,Waltham Forest,Outer London - East and North East,34222057,159,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,90.55,9400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3825.8,,,True,2010-04-01,,True
00000003924826,E09000031,Waltham Forest,Outer London - East and North East,236379057,153,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,80.18,7200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2930.4,,,True,2010-04-01,,True
00000003925053,E09000031,Waltham Forest,Outer London - East and North East,34290057,191,FOREST ROAD,LONDON,E17 6HE,Car Showrooms,042,Retail Other Superstores/ Retail Warehouses,Retail,104.9,9800.0,2010-01-14 00:00:00+00:00,2010,2011-03,3988.6000000000004,,,True,2010-01-14,,True
00000003925142,E09000031,Waltham Forest,Outer London - East and North East,34314057,211,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,26.9,6000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2442.0,,,True,2010-04-01,,True
00000003925157,E09000031,Waltham Forest,Outer London - East and North East,34318057,213,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,27.92,5400.0,2010-04-01 00:00:00+00:00,2010,2011-03,2197.8,,,True,2010-04-01,,True
00000003925161,E09000031,Waltham Forest,Outer London - East and North East,34326057,215,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,63.9,7900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3215.3,,,True,2010-04-01,,True
00000003925176,E09000031,Waltham Forest,Outer London - East and North East,3851331000,217,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,44.68,6600.0,2010-09-20 00:00:00+00:00,2010,2011-03,2686.2000000000003,,,True,2010-09-20,,True
00000003925208,E09000031,Waltham Forest,Outer London - East and North East,34334057,219,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,72.84,9200.0,2010-04-01 00:00:00+00:00,2010,2011-03,3744.4,TAMIL COOPERATIVE DEVELOPMENT AGENCY LTD,0.0,True,2011-03-08,24.0,True
00000003925227,E09000031,Waltham Forest,Outer London - East and North East,184445057,GND F 221,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,88.66,11000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-04-01,,True
00000003925231,E09000031,Waltham Forest,Outer London - East and North East,34338057,223,FOREST ROAD,LONDON,E17 6HE,Shops,249,Retail High Street,Retail,98.0,8900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3622.3,,,True,2010-04-01,,True
00000003925509,E09000031,Waltham Forest,Outer London - East and North East,34168057,277,FOREST ROAD,LONDON,E17 6HD,Shops,249,Retail High Street,Retail,49.9,8000.0,2010-04-01 00:00:00+00:00,2010,2011-03,3256.0,,,True,2010-04-01,,True
00000003925513,E09000031,Waltham Forest,Outer London - East and North East,34176057,279,FOREST ROAD,LONDON,E17 6HD,Shops,249,Retail High Street,Retail,52.1,8900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3622.3,,,True,2010-04-01,,True
00000003925528,E09000031,Waltham Forest,Outer London - East and North East,184447057,281-283,FOREST ROAD,LONDON,E17 6HD,Shops,249,Retail High Street,Retail,82.3,14000.0,2009-10-21 00:00:00+00:00,2010,2011-03,5698.0,TEEBA HEALTH SERVICES LTD,3055.11,True,2004-10-29,2345.0,True
00000003925532,E09000031,Waltham Forest,Outer London - East and North East,34190057,285,FOREST ROAD,LONDON,E17 6HD,Cafes,409,Retail Restaurants & Cafes,Retail,49.9,7800.0,2010-04-01 00:00:00+00:00,2010,2011-03,3174.6000000000004,,,True,2010-04-01,,True
00000003925551,E09000031,Waltham Forest,Outer London - East and North East,34194057,287,FOREST ROAD,LONDON,E17 6HD,Shops,249,Retail High Street,Retail,78.5,9100.0,2010-04-01 00:00:00+00:00,2010,2011-03,3703.7000000000003,,,True,2010-04-01,,True
0000000392564B,E09000031,Waltham Forest,Outer London - East and North East,34957057,6,FOREST ROAD,LONDON,E17 6DY,Shops,249,Retail High Street,Retail,33.8,7300.0,2010-04-01 00:00:00+00:00,2010,2011-03,2971.1000000000004,,,True,2010-04-01,,True
0000000392566A,E09000031,Waltham Forest,Outer London - East and North East,34959057,8,FOREST ROAD,LONDON,E17 6DY,Shops,249,Retail High Street,Retail,36.4,11750.0,2011-01-01 00:00:00+00:00,2010,2011-03,4782.25,,,True,2011-01-01,,True
00000003925674,E09000031,Waltham Forest,Outer London - East and North East,34960057,9,FOREST ROAD,LONDON,E17 6DY,Shops,249,Retail High Street,Retail,52.74,7900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3215.3,,,True,2010-04-01,,True
00000003925689,E09000031,Waltham Forest,Outer London - East and North East,184448057,333-335,FOREST ROAD,LONDON,E17 5JR,Shops,249,Retail High Street,Retail,162.34,22250.0,2010-12-01 00:00:00+00:00,2010,2011-03,9055.75,,,True,2010-12-01,,True
0000000392571B,E09000031,Waltham Forest,Outer London - East and North East,34760057,337,FOREST ROAD,LONDON,E17 5JR,Shops,249,Retail High Street,Retail,109.99,12000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4884.0,COMPLETION SALES & LETTINGS LTD,0.0,True,2006-11-26,1587.0,True
0000000392573A,E09000031,Waltham Forest,Outer London - East and North East,34762057,339,FOREST ROAD,LONDON,E17 5JR,Shops,249,Retail High Street,Retail,99.45,11000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-04-01,,True
00000003926037,E09000031,Waltham Forest,Outer London - East and North East,34773057,353,FOREST ROAD,LONDON,E17 5JR,Shops,249,Retail High Street,Retail,106.26,11500.0,2010-04-01 00:00:00+00:00,2010,2011-03,4680.5,,,True,2010-04-01,,True
00000003926056,E09000031,Waltham Forest,Outer London - East and North East,34775057,355,FOREST ROAD,LONDON,E17 5JR,Shops,249,Retail High Street,Retail,102.45,11750.0,2010-04-01 00:00:00+00:00,2010,2011-03,4782.25,,,True,2010-04-01,,True
00000003926728,E09000031,Waltham Forest,Outer London - East and North East,34841057,485,FOREST ROAD,LONDON,E17 5LD,Shops,249,Retail High Street,Retail,85.37,14750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6003.25,,,True,2010-04-01,,True
0000000392733B,E09000031,Waltham Forest,Outer London - East and North East,189807057,ADJ 9,BEDFORD ROAD,LONDON,E17 4PU,Car Parks (Surfaced Open),040,Warehousing  Large Scale and High Bay,Industrial,25.0,2250.0,2010-04-01 00:00:00+00:00,2010,2011-03,915.7500000000001,,,True,2010-04-01,,True
0000000392740B,E09000031,Waltham Forest,Outer London - East and North East,34381057,579,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,55.6,6800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2767.6000000000004,,,True,2010-04-01,,True
00000003927415,E09000031,Waltham Forest,Outer London - East and North East,34385057,581,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,35.22,6000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2442.0,,,True,2010-04-01,,True
00000003927434,E09000031,Waltham Forest,Outer London - East and North East,34389057,583,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,58.76,6800.0,2010-02-16 00:00:00+00:00,2010,2011-03,2767.6000000000004,,,True,2010-02-16,,True
00000003927449,E09000031,Waltham Forest,Outer London - East and North East,34393057,585,FOREST ROAD,LONDON,E17 4PP,Hairdressing/Beauty Salons,417,Retail High Street,Retail,41.27,6000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2442.0,,,True,2010-04-01,,True
00000003927453,E09000031,Waltham Forest,Outer London - East and North East,34397057,587,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,54.67,8100.0,2010-04-01 00:00:00+00:00,2010,2011-03,3296.7000000000003,,,True,2010-04-01,,True
0000000392758B,E09000031,Waltham Forest,Outer London - East and North East,34425057,611,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,44.64,7100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2889.7000000000003,,,True,2010-04-01,,True
00000003927595,E09000031,Waltham Forest,Outer London - East and North East,34427057,613,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,22.9,5000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2035.0000000000002,,,True,2010-04-01,,True
00000003927608,E09000031,Waltham Forest,Outer London - East and North East,184451057,1ST F 615,FOREST ROAD,LONDON,E17 0DN,Offices (Inc Computer Centres),203,Office General,Office,42.89,4050.0,2010-04-01 00:00:00+00:00,2010,2011-03,1648.3500000000001,,,True,2010-04-01,,True
00000003927612,E09000031,Waltham Forest,Outer London - East and North East,34429057,615,FOREST ROAD,LONDON,E17 4PP,Shops,249,Retail High Street,Retail,69.95,12000.0,2009-10-23 00:00:00+00:00,2010,2011-03,4884.0,,,True,2009-10-23,,True
00000003927716,E09000031,Waltham Forest,Outer London - East and North East,34256057,621,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,98.1,7200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2930.4,,,True,2010-04-01,,True
0000000392772B,E09000031,Waltham Forest,Outer London - East and North East,34264057,623,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,74.53,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,,,True,2010-04-01,,True
00000003927754,E09000031,Waltham Forest,Outer London - East and North East,34296057,629,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,28.81,5600.0,2010-04-01 00:00:00+00:00,2010,2011-03,2279.2000000000003,,,True,2010-04-01,,True
00000003927773,E09000031,Waltham Forest,Outer London - East and North East,34312057,631,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,38.88,6100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2482.7000000000003,,,True,2010-04-01,,True
00000003927792,E09000031,Waltham Forest,Outer London - East and North East,34328057,633,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,49.6,6300.0,2010-04-01 00:00:00+00:00,2010,2011-03,2564.1000000000004,,,True,2010-04-01,,True
00000003928013,E09000031,Waltham Forest,Outer London - East and North East,34337057,635,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,53.96,6400.0,2010-04-01 00:00:00+00:00,2010,2011-03,2604.8,,,True,2010-04-01,,True
00000003928047,E09000031,Waltham Forest,Outer London - East and North East,191939057,TOWN HALL 701,FOREST ROAD,LONDON,E17 4NE,Civic and Public Buildings (Local Authority Occupations),057,Other Public,,8884.17,645000.0,2010-04-01 00:00:00+00:00,2010,2011-03,267030.0,,,True,2010-04-01,,True
0000000392807B,E09000031,Waltham Forest,Outer London - East and North East,34689057,795,FOREST ROAD,LONDON,E17 4JD,Shops,249,Retail High Street,Retail,34.7,9500.0,2010-04-01 00:00:00+00:00,2010,2011-03,3866.5000000000005,HEGA LIMITED,0.0,True,2003-08-01,2800.0,True
00000003928085,E09000031,Waltham Forest,Outer London - East and North East,34691057,797,FOREST ROAD,LONDON,E17 4JD,Shops,249,Retail High Street,Retail,50.44,8900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3622.3,,,True,2010-04-01,,True
0000000392809A,E09000031,Waltham Forest,Outer London - East and North East,34693057,799,FOREST ROAD,LONDON,E17 4JD,Cafes,409,Retail Restaurants & Cafes,Retail,62.76,9700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3947.9,,,True,2010-04-01,,True
00000003928121,E09000031,Waltham Forest,Outer London - East and North East,34699057,805,FOREST ROAD,LONDON,E17 4JD,Shops,249,Retail High Street,Retail,33.5,7100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2889.7000000000003,,,True,2010-04-01,,True
0000000392830A,E09000031,Waltham Forest,Outer London - East and North East,34609057,841,FOREST ROAD,LONDON,E17 4AT,Cafes,409,Retail Restaurants & Cafes,Retail,86.53,11250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4578.75,,,True,2010-04-01,,True
00000003928314,E09000031,Waltham Forest,Outer London - East and North East,34611057,843,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,84.16,10250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4171.75,,,True,2010-04-01,,True
00000003928329,E09000031,Waltham Forest,Outer London - East and North East,34613057,845,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,116.08,15250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6206.75,ZOI LIMITED,0.0,True,2007-07-09,1362.0,True
00000003928348,E09000031,Waltham Forest,Outer London - East and North East,34617057,849,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,87.12,11500.0,2010-04-01 00:00:00+00:00,2010,2011-03,4680.5,,,True,2010-04-01,,True
00000003928371,E09000031,Waltham Forest,Outer London - East and North East,34619057,851,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,36.21,7800.0,2010-04-01 00:00:00+00:00,2010,2011-03,3174.6000000000004,,,True,2010-04-01,,True
00000003928386,E09000031,Waltham Forest,Outer London - East and North East,34621057,853,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,50.8,9100.0,2010-04-01 00:00:00+00:00,2010,2011-03,3703.7000000000003,,,True,2010-04-01,,True
00000003928403,E09000031,Waltham Forest,Outer London - East and North East,34623057,WALTHAMSTOW PHONE CENTRE 855,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,135.03,10750.0,2010-04-01 00:00:00+00:00,2010,2011-03,4375.25,,,True,2010-04-01,,True
00000003928456,E09000031,Waltham Forest,Outer London - East and North East,34631057,863,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,24.99,6200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2523.4,,,True,2010-04-01,,True
0000000392846B,E09000031,Waltham Forest,Outer London - East and North East,34633057,865,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,27.09,6500.0,2010-04-01 00:00:00+00:00,2010,2011-03,2645.5,VADER SPORTS LIMITED,0.0,True,2003-04-07,2916.0,True
00000003928475,E09000031,Waltham Forest,Outer London - East and North East,237335057,867,FOREST ROAD,LONDON,E17 4AT,Shops,249,Retail High Street,Retail,103.13,15500.0,2010-04-01 00:00:00+00:00,2010,2011-03,6308.5,,,True,2010-04-01,,True
00000003928916,E09000031,Waltham Forest,Outer London - East and North East,191238057,637,FOREST ROAD,LONDON,E17 4NE,Shops,249,Retail High Street,Retail,178.53,12250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4985.75,,,True,2010-04-01,,True
00000003930189,E09000031,Waltham Forest,Outer London - East and North East,252063057,8,FOREST ROAD,LONDON,E17 6JJ,Offices (Inc Computer Centres),203,Office General,Office,22.3,3150.0,2010-04-01 00:00:00+00:00,2010,2011-03,1282.0500000000002,,,True,2010-04-01,,True
0000000393046B,E09000031,Waltham Forest,Outer London - East and North East,34146057,88,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,95.69,12500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5087.5,,,True,2010-04-01,,True
00000003930475,E09000031,Waltham Forest,Outer London - East and North East,34586057,90,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,61.2,10250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4171.75,,,True,2010-04-01,,True
00000003930494,E09000031,Waltham Forest,Outer London - East and North East,4103997000,92A,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,68.77,10500.0,2010-04-01 00:00:00+00:00,2010,2011-03,4273.5,SAM'S ACCOUNTING SERVICES LTD,0.0,True,2004-03-11,2577.0,True
00000003930526,E09000031,Waltham Forest,Outer London - East and North East,34594057,94,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,71.9,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,,,True,2010-04-01,,True
00000003930738,E09000031,Waltham Forest,Outer London - East and North East,184395057,134,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,85.4,9200.0,2010-04-01 00:00:00+00:00,2010,2011-03,3744.4,,,True,2010-04-01,,True
00000003930795,E09000031,Waltham Forest,Outer London - East and North East,184396057,144-146,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,191.4,11000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-04-01,,True
00000003930808,E09000031,Waltham Forest,Outer London - East and North East,34554057,148,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,50.9,7000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2849.0,,,True,2010-04-01,,True
00000003931016,E09000031,Waltham Forest,Outer London - East and North East,431346000,150,FOREST ROAD,LONDON,E17 0DN,Stores,268,Retail High Street,Retail,61.3,5300.0,2010-04-01 00:00:00+00:00,2010,2011-03,2157.1000000000004,,,True,2010-04-01,,True
00000003931035,E09000031,Waltham Forest,Outer London - East and North East,34560057,154,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,62.72,6700.0,2010-04-01 00:00:00+00:00,2010,2011-03,2726.9,,,True,2010-04-01,,True
00000003931143,E09000031,Waltham Forest,Outer London - East and North East,34582057,176,FOREST ROAD,LONDON,E17 6JQ,Shops,249,Retail High Street,Retail,53.6,7300.0,2010-04-01 00:00:00+00:00,2010,2011-03,2971.1000000000004,FOREST LETTINGS & ESTATES LTD,0.0,True,2008-10-01,912.0,True
00000003931425,E09000031,Waltham Forest,Outer London - East and North East,34472057,222,FOREST ROAD,LONDON,E17 6JG,Shops,249,Retail High Street,Retail,21.9,3400.0,2010-04-01 00:00:00+00:00,2010,2011-03,1383.8000000000002,,,True,2010-04-01,,True
00000003931603,E09000031,Waltham Forest,Outer London - East and North East,184400057,256-258,FOREST ROAD,LONDON,E17 0DN,Betting Offices,024,Retail Financial & Professional Services,Retail,87.5,14500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5901.5,WILLIAM HILL ORGANIZATION LTD,7365.0,True,1994-04-01,6209.0,True
00000003931622,E09000031,Waltham Forest,Outer London - East and North East,34742057,260,FOREST ROAD,LONDON,E17 5JN,Shops,249,Retail High Street,Retail,14.17,3350.0,2010-04-01 00:00:00+00:00,2010,2011-03,1363.45,,,True,2010-04-01,,True
00000003931707,E09000031,Waltham Forest,Outer London - East and North East,34748057,272,FOREST ROAD,LONDON,E17 5JN,Hairdressing/Beauty Salons,417,Retail High Street,Retail,41.25,7400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3011.8,,,True,2010-04-01,,True
0000000393175A,E09000031,Waltham Forest,Outer London - East and North East,34753057,1ST F 282,FOREST ROAD,LONDON,E17 5JN,Snooker Halls/Clubs,253,Leisure Amusement & Entertainment Centres,Leisure,316.27,17750.0,2009-12-15 00:00:00+00:00,2010,2011-03,7224.250000000001,,,True,2009-12-15,,True
00000003931798,E09000031,Waltham Forest,Outer London - East and North East,1071238000,288,FOREST ROAD,LONDON,E17 5JN,"Surgeries, Clinics, Health Centres (Rental Valuation)",437,Other Public,,107.84,12000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4884.0,,,True,2010-04-01,,True
00000003932127,E09000031,Waltham Forest,Outer London - East and North East,34702057,362,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,138.4,9400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3825.8,,,True,2010-04-01,,True
00000003932131,E09000031,Waltham Forest,Outer London - East and North East,34706057,364,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,66.24,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,,,True,2010-04-01,,True
00000003932146,E09000031,Waltham Forest,Outer London - East and North East,34708057,366,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,82.51,9600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3907.2000000000003,,,True,2010-04-01,,True
0000000393215B,E09000031,Waltham Forest,Outer London - East and North East,34710057,368,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,50.99,6000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2442.0,,,True,2010-04-01,,True
00000003932165,E09000031,Waltham Forest,Outer London - East and North East,34713057,370,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,50.6,8100.0,2010-04-01 00:00:00+00:00,2010,2011-03,3296.7000000000003,,,True,2010-04-01,,True
00000003932184,E09000031,Waltham Forest,Outer London - East and North East,34714057,372,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,72.8,9400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3825.8,,,True,2010-04-01,,True
00000003932199,E09000031,Waltham Forest,Outer London - East and North East,34715057,374,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,50.5,7700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3133.9,,,True,2010-04-01,,True
0000000393222B,E09000031,Waltham Forest,Outer London - East and North East,34718057,378,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,133.69,13000.0,2010-04-01 00:00:00+00:00,2010,2011-03,5291.0,,,True,2010-04-01,,True
00000003932269,E09000031,Waltham Forest,Outer London - East and North East,34719057,380,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,132.83,12500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5087.5,,,True,2010-04-01,,True
00000003932392,E09000031,Waltham Forest,Outer London - East and North East,4608245000,396,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,57.4,7200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2930.4,,,True,2010-04-01,,True
00000003932396,E09000031,Waltham Forest,Outer London - East and North East,34729057,398,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,85.3,7400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3011.8,,,True,2010-04-01,,True
00000003932409,E09000031,Waltham Forest,Outer London - East and North East,34730057,GND F 400,FOREST ROAD,LONDON,E17 5JF,Shops,249,Retail High Street,Retail,44.34,8400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3418.8,,,True,2010-04-01,,True
0000000393249A,E09000031,Waltham Forest,Outer London - East and North East,184411057,GND F 422,FOREST ROAD,LONDON,E17 5JE,Shops,249,Retail High Street,Retail,50.4,8000.0,2010-03-11 00:00:00+00:00,2010,2011-03,3256.0,,,True,2010-03-11,,True
00000003932502,E09000031,Waltham Forest,Outer London - East and North East,191952057,424-430 FOREST ROAD,,LONDON,E17 4PX,Shops,249,Retail High Street,Retail,115.2,16750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6817.250000000001,,,True,2010-04-01,,True
0000000393254B,E09000031,Waltham Forest,Outer London - East and North East,34445057,434,FOREST ROAD,LONDON,E17 4PY,Shops,249,Retail High Street,Retail,414.23,20000.0,2010-04-01 00:00:00+00:00,2010,2011-03,8140.000000000001,,,True,2010-04-01,,True
00000003932555,E09000031,Waltham Forest,Outer London - East and North East,3856315000,436-440,FOREST ROAD,LONDON,E17 4PY,Shops,249,Retail High Street,Retail,369.69,32250.0,2010-04-01 00:00:00+00:00,2010,2011-03,13125.750000000002,,,True,2010-04-01,,True
00000003932574,E09000031,Waltham Forest,Outer London - East and North East,34453057,442,FOREST ROAD,LONDON,E17 4PY,Takeaway Food Outlet (Predominantly Off Premises),442,Retail Restaurants & Cafes,Retail,69.46,7700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3133.9,,,True,2010-04-01,,True
00000003932593,E09000031,Waltham Forest,Outer London - East and North East,34455057,444,FOREST ROAD,LONDON,E17 4PY,Shops,249,Retail High Street,Retail,86.42,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,,,True,2010-04-01,,True
00000003932682,E09000031,Waltham Forest,Outer London - East and North East,34164057,516,FOREST ROAD,LONDON,E17 4NB,Shops,249,Retail High Street,Retail,44.68,7900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3215.3,,,True,2010-04-01,,True
00000003932697,E09000031,Waltham Forest,Outer London - East and North East,34180057,518,FOREST ROAD,LONDON,E17 4NB,Shops,249,Retail High Street,Retail,45.06,6900.0,2010-04-01 00:00:00+00:00,2010,2011-03,2808.3,,,True,2010-04-01,,True
